produit_id,produit_nom,categorie,mois,annee,quantite_totale,revenu_total,profit_total
OFF-AP-10002765,Fellowes Advanced Computer Series Surge Protectors,Office Supplies,12,2013,1,26.49,7.4172
OFF-AP-10002765,Fellowes Advanced Computer Series Surge Protectors,Office Supplies,8,2012,4,105.96,29.6688
OFF-AP-10002765,Fellowes Advanced Computer Series Surge Protectors,Office Supplies,11,2013,2,42.384,4.2384
OFF-AP-10002765,Fellowes Advanced Computer Series Surge Protectors,Office Supplies,8,2011,3,79.47,22.2516
OFF-AP-10002765,Fellowes Advanced Computer Series Surge Protectors,Office Supplies,12,2014,3,79.47,22.2516
OFF-AP-10002765,Fellowes Advanced Computer Series Surge Protectors,Office Supplies,3,2011,2,52.98,14.8344
OFF-AP-10002867,Fellowes Command Center 5-outlet power strip,Office Supplies,11,2012,6,325.632,28.4928
OFF-AP-10002867,Fellowes Command Center 5-outlet power strip,Office Supplies,11,2014,5,67.84,-179.776
OFF-AP-10002867,Fellowes Command Center 5-outlet power strip,Office Supplies,8,2014,3,203.52,54.9504
OFF-AP-10002867,Fellowes Command Center 5-outlet power strip,Office Supplies,11,2013,1,67.84,18.3168
OFF-AP-10002892,Belkin F5C206VTEL 6 Outlet Surge,Office Supplies,10,2011,5,91.92,11.49
OFF-AP-10002892,Belkin F5C206VTEL 6 Outlet Surge,Office Supplies,12,2013,4,73.536,9.192
OFF-AP-10002892,Belkin F5C206VTEL 6 Outlet Surge,Office Supplies,7,2013,2,45.96,13.788
OFF-AP-10002892,Belkin F5C206VTEL 6 Outlet Surge,Office Supplies,6,2011,5,114.9,34.47
OFF-AP-10002892,Belkin F5C206VTEL 6 Outlet Surge,Office Supplies,11,2011,1,22.98,6.894
OFF-AP-10002892,Belkin F5C206VTEL 6 Outlet Surge,Office Supplies,8,2013,2,45.96,13.788
OFF-AP-10002892,Belkin F5C206VTEL 6 Outlet Surge,Office Supplies,7,2012,3,68.94,20.682
OFF-AP-10002906,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Office Supplies,3,2012,2,3.552,0.444
OFF-AP-10002906,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Office Supplies,6,2014,1,0.444,-1.11
OFF-AP-10002906,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Office Supplies,10,2014,1,2.22,0.666
OFF-AP-10002906,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Office Supplies,12,2012,2,3.552,0.444
OFF-AP-10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,3,2012,4,962.08,156.338
OFF-AP-10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,1,2014,8,1924.16,312.676
OFF-AP-10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,3,2013,3,901.95,297.6435
OFF-AP-10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,9,2011,2,601.3,198.429
OFF-AP-10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,12,2013,10,3006.5,992.145
OFF-AP-10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,6,2011,5,1503.25,496.0725
OFF-AP-10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,6,2014,8,2405.2,793.716
OFF-AP-10002998,Holmes 99% HEPA Air Purifier,Office Supplies,11,2013,8,147.288,31.1904
OFF-AP-10002998,Holmes 99% HEPA Air Purifier,Office Supplies,7,2013,7,151.62,50.0346
OFF-AP-10002998,Holmes 99% HEPA Air Purifier,Office Supplies,12,2011,2,34.656,5.6316
OFF-AP-10003040,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Office Supplies,4,2014,5,33.62,-90.774
OFF-AP-10003040,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Office Supplies,11,2014,5,168.1,43.706
OFF-AP-10003040,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Office Supplies,12,2012,4,134.48,34.9648
OFF-AP-10003040,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Office Supplies,7,2014,5,168.1,43.706
OFF-AP-10003040,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Office Supplies,8,2014,6,161.376,12.1032
OFF-AP-10003057,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,Office Supplies,11,2013,4,1101.48,429.5772
OFF-AP-10003057,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,Office Supplies,10,2013,7,1927.59,751.7601
OFF-AP-10003057,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,Office Supplies,11,2012,3,826.11,322.1829
OFF-AP-10003099,"Eureka Hand Vacuum, Bagless",Office Supplies,11,2012,4,197.72,55.3616
OFF-AP-10003217,Eureka Sanitaire  Commercial Upright,Office Supplies,5,2013,4,662.84,172.3384
OFF-AP-10003217,Eureka Sanitaire  Commercial Upright,Office Supplies,12,2014,2,66.284,-178.9668
OFF-AP-10003217,Eureka Sanitaire  Commercial Upright,Office Supplies,9,2011,6,795.408,59.6556
OFF-AP-10003266,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Office Supplies,12,2014,5,59.24,16.291
OFF-AP-10003266,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Office Supplies,7,2013,2,23.696,6.5164
OFF-AP-10003266,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Office Supplies,5,2012,2,23.696,6.5164
OFF-AP-10003266,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Office Supplies,11,2012,3,44.43,18.6606
OFF-AP-10003278,Belkin 7-Outlet SurgeMaster Home Series,Office Supplies,4,2013,3,33.528,2.5146
OFF-AP-10003278,Belkin 7-Outlet SurgeMaster Home Series,Office Supplies,7,2014,3,41.91,10.8966
OFF-AP-10003278,Belkin 7-Outlet SurgeMaster Home Series,Office Supplies,12,2011,1,13.97,3.6322
OFF-AP-10003278,Belkin 7-Outlet SurgeMaster Home Series,Office Supplies,9,2014,3,16.764,-14.2494
OFF-AP-10003281,Acco 6 Outlet Guardian Standard Surge Suppressor,Office Supplies,9,2011,3,36.27,10.881
OFF-AP-10003281,Acco 6 Outlet Guardian Standard Surge Suppressor,Office Supplies,7,2011,2,4.836,-12.09
OFF-AP-10003281,Acco 6 Outlet Guardian Standard Surge Suppressor,Office Supplies,9,2014,2,24.18,7.254
OFF-AP-10003281,Acco 6 Outlet Guardian Standard Surge Suppressor,Office Supplies,12,2011,5,48.36,6.045
OFF-AP-10003281,Acco 6 Outlet Guardian Standard Surge Suppressor,Office Supplies,12,2012,3,36.27,10.881
OFF-AP-10003287,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Office Supplies,10,2012,5,203.88,20.388
OFF-AP-10003287,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Office Supplies,8,2013,3,122.328,12.2328
OFF-AP-10003287,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Office Supplies,12,2011,4,101.94000000000001,-44.8536
OFF-AP-10003287,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Office Supplies,2,2014,7,356.79,99.9012
OFF-AP-10003287,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Office Supplies,8,2011,3,152.91,42.8148
OFF-AP-10003590,Hoover WindTunnel Plus Canister Vacuum,Office Supplies,8,2011,3,1089.75,305.13
OFF-AP-10003590,Hoover WindTunnel Plus Canister Vacuum,Office Supplies,3,2013,3,871.8,87.18
OFF-AP-10003590,Hoover WindTunnel Plus Canister Vacuum,Office Supplies,12,2014,3,1089.75,305.13
OFF-AP-10003622,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Office Supplies,11,2013,12,39.0,11.31
OFF-AP-10003622,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Office Supplies,12,2014,7,22.75,6.5975
OFF-AP-10003622,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Office Supplies,8,2011,1,2.6,0.2925
OFF-AP-10003622,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Office Supplies,5,2012,7,18.2,2.0475
OFF-AP-10003622,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Office Supplies,6,2014,2,5.2,0.585
OFF-AP-10003779,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Office Supplies,12,2014,4,663.936,82.992
OFF-AP-10003779,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Office Supplies,4,2012,1,186.732,41.496
OFF-AP-10003779,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Office Supplies,12,2012,2,414.96,124.488
OFF-AP-10003779,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Office Supplies,9,2013,1,207.48,62.244
OFF-AP-10003842,Euro-Pro Shark Turbo Vacuum,Office Supplies,9,2011,1,30.98,8.0548
OFF-AP-10003842,Euro-Pro Shark Turbo Vacuum,Office Supplies,11,2013,6,167.292,29.7408
OFF-AP-10003842,Euro-Pro Shark Turbo Vacuum,Office Supplies,4,2011,5,154.9,40.274
OFF-AP-10003842,Euro-Pro Shark Turbo Vacuum,Office Supplies,3,2013,5,154.9,40.274
OFF-AP-10003842,Euro-Pro Shark Turbo Vacuum,Office Supplies,5,2013,5,123.92,9.294
OFF-AP-10003842,Euro-Pro Shark Turbo Vacuum,Office Supplies,9,2012,2,61.96,16.1096
OFF-AP-10003849,Hoover Shoulder Vac Commercial Portable Vacuum,Office Supplies,4,2012,2,644.076,107.346
OFF-AP-10003849,Hoover Shoulder Vac Commercial Portable Vacuum,Office Supplies,7,2013,2,715.64,178.91
OFF-AP-10003849,Hoover Shoulder Vac Commercial Portable Vacuum,Office Supplies,9,2013,1,286.256,17.891
OFF-AP-10003849,Hoover Shoulder Vac Commercial Portable Vacuum,Office Supplies,11,2014,7,2504.74,626.185
OFF-AP-10003849,Hoover Shoulder Vac Commercial Portable Vacuum,Office Supplies,11,2012,2,715.64,178.91
OFF-AP-10003849,Hoover Shoulder Vac Commercial Portable Vacuum,Office Supplies,6,2012,2,143.128,-393.602
OFF-AP-10003860,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,Office Supplies,12,2012,4,88.832,7.7728
OFF-AP-10003860,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,Office Supplies,9,2012,4,111.04,29.9808
OFF-AP-10003860,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,Office Supplies,6,2011,2,44.416,3.8864
OFF-AP-10003884,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Office Supplies,6,2014,3,180.66,50.5848
OFF-AP-10003914,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",Office Supplies,9,2011,5,13.0,1.3
OFF-AP-10003971,Belkin 6 Outlet Metallic Surge Strip,Office Supplies,5,2011,3,26.136,1.9602
OFF-AP-10003971,Belkin 6 Outlet Metallic Surge Strip,Office Supplies,4,2012,5,43.56,3.267
OFF-AP-10003971,Belkin 6 Outlet Metallic Surge Strip,Office Supplies,10,2012,3,29.403,5.2272
OFF-AP-10003971,Belkin 6 Outlet Metallic Surge Strip,Office Supplies,11,2014,1,10.89,2.8314
OFF-AP-10003971,Belkin 6 Outlet Metallic Surge Strip,Office Supplies,3,2011,3,32.67,8.4942
OFF-AP-10003971,Belkin 6 Outlet Metallic Surge Strip,Office Supplies,6,2013,2,21.78,5.6628
OFF-AP-10003971,Belkin 6 Outlet Metallic Surge Strip,Office Supplies,12,2012,7,60.984,4.5738
OFF-AP-10003971,Belkin 6 Outlet Metallic Surge Strip,Office Supplies,2,2014,3,32.67,8.4942
OFF-AP-10003971,Belkin 6 Outlet Metallic Surge Strip,Office Supplies,12,2013,2,4.356,-11.7612
OFF-AP-10004036,Bionaire 99.97% HEPA Air Cleaner,Office Supplies,4,2012,7,98.112,18.396
OFF-AP-10004036,Bionaire 99.97% HEPA Air Cleaner,Office Supplies,6,2013,3,52.56,18.396
OFF-AP-10004036,Bionaire 99.97% HEPA Air Cleaner,Office Supplies,12,2011,4,14.016,-31.536
OFF-AP-10004036,Bionaire 99.97% HEPA Air Cleaner,Office Supplies,11,2014,2,35.04,12.264
OFF-AP-10004052,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",Office Supplies,12,2013,2,7.9,2.054
OFF-AP-10004052,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",Office Supplies,7,2013,3,9.48,0.711
OFF-AP-10004052,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",Office Supplies,11,2012,5,19.75,5.135
OFF-AP-10004052,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",Office Supplies,10,2011,4,3.16,-8.532
OFF-AP-10004052,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",Office Supplies,10,2014,4,15.8,4.108
OFF-AP-10004136,Kensington 6 Outlet SmartSocket Surge Protector,Office Supplies,11,2012,3,24.588,-67.617
OFF-AP-10004136,Kensington 6 Outlet SmartSocket Surge Protector,Office Supplies,12,2011,3,122.94,30.735
OFF-AP-10004233,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,Office Supplies,2,2013,6,92.064,-225.5568
OFF-AP-10004233,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,Office Supplies,3,2013,3,207.144,48.3336
OFF-AP-10004336,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Office Supplies,10,2014,4,227.84,66.0736
OFF-AP-10004336,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Office Supplies,8,2012,2,113.92,33.0368
OFF-AP-10004336,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Office Supplies,2,2013,3,170.88,49.5552
OFF-AP-10004336,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Office Supplies,11,2011,3,34.176,-87.1488
OFF-AP-10004487,Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,7,2013,2,162.64,45.5392
OFF-AP-10004487,Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,8,2013,6,487.92,136.6176
OFF-AP-10004487,Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,5,2012,13,845.728,84.5728
OFF-AP-10004487,Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,4,2013,3,48.792,-126.8592
OFF-AP-10004487,Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,9,2014,5,406.6,113.848
OFF-AP-10004487,Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,12,2014,2,130.112,13.0112
OFF-AP-10004487,Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,4,2012,5,406.6,113.848
OFF-AP-10004532,Kensington 6 Outlet Guardian Standard Surge Protector,Office Supplies,12,2014,3,61.44,16.5888
OFF-AP-10004532,Kensington 6 Outlet Guardian Standard Surge Protector,Office Supplies,6,2014,3,61.44,16.5888
OFF-AP-10004532,Kensington 6 Outlet Guardian Standard Surge Protector,Office Supplies,2,2014,4,81.92,22.1184
OFF-AP-10004532,Kensington 6 Outlet Guardian Standard Surge Protector,Office Supplies,9,2012,3,61.44,16.5888
OFF-AP-10004532,Kensington 6 Outlet Guardian Standard Surge Protector,Office Supplies,10,2013,3,61.44,16.5888
OFF-AP-10004532,Kensington 6 Outlet Guardian Standard Surge Protector,Office Supplies,9,2011,4,81.92,22.1184
OFF-AP-10004540,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",Office Supplies,3,2013,2,160.32,44.8896
OFF-AP-10004540,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",Office Supplies,11,2014,5,400.8,112.224
OFF-AP-10004540,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",Office Supplies,5,2012,2,160.32,44.8896
OFF-AP-10004540,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",Office Supplies,12,2014,4,320.64,89.7792
OFF-AP-10004655,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",Office Supplies,11,2012,4,45.28,15.3952
OFF-AP-10004655,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",Office Supplies,6,2014,1,2.264,-5.2072
OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies,10,2014,2,15.224,-38.8212
OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies,5,2012,4,121.792,13.7016
OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies,11,2014,9,289.256,46.0526
OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies,10,2011,4,121.792,13.7016
OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies,8,2011,7,228.36,39.2018
OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies,1,2014,2,15.224,-38.8212
OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies,11,2011,2,76.12,22.0748
OFF-AP-10004785,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Office Supplies,9,2014,3,33.99,14.6157
OFF-AP-10004785,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Office Supplies,9,2011,7,79.31,34.103300000000004
OFF-AP-10004785,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Office Supplies,2,2014,8,90.64,38.9752
OFF-AP-10004859,Acco 6 Outlet Guardian Premium Surge Suppressor,Office Supplies,11,2011,8,101.92,16.8896
OFF-AP-10004859,Acco 6 Outlet Guardian Premium Surge Suppressor,Office Supplies,12,2013,7,46.592,-27.8096
OFF-AP-10004859,Acco 6 Outlet Guardian Premium Surge Suppressor,Office Supplies,6,2011,5,65.52,12.376
OFF-AP-10004859,Acco 6 Outlet Guardian Premium Surge Suppressor,Office Supplies,1,2012,6,87.36,23.5872
OFF-AP-10004859,Acco 6 Outlet Guardian Premium Surge Suppressor,Office Supplies,3,2014,5,72.8,19.656
OFF-AP-10004859,Acco 6 Outlet Guardian Premium Surge Suppressor,Office Supplies,6,2013,4,58.24,15.7248
OFF-AP-10004868,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Office Supplies,12,2011,7,43.512,3.8073
OFF-AP-10004868,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Office Supplies,11,2012,4,31.08,8.3916
OFF-AP-10004868,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Office Supplies,11,2014,6,9.324,-24.7086
OFF-AP-10004868,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Office Supplies,5,2014,1,7.77,2.0979
OFF-AP-10004980,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,Office Supplies,9,2012,2,60.672,14.4096
OFF-AP-10004980,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,Office Supplies,12,2012,7,53.088,-108.8304
OFF-AP-10004980,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,Office Supplies,4,2012,2,75.84,29.5776
OFF-AP-10004980,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,Office Supplies,4,2013,3,113.76,44.3664
OFF-AR-10000034,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Office Supplies,9,2014,3,12.72,4.9608
OFF-AR-10000034,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Office Supplies,3,2011,6,25.44,9.9216
OFF-AR-10000034,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Office Supplies,12,2013,8,33.92,13.2288
OFF-AR-10000034,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Office Supplies,4,2013,4,13.568,3.2224
OFF-AR-10000034,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Office Supplies,12,2011,7,29.68,11.5752
OFF-AR-10000034,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Office Supplies,11,2011,1,3.392,0.8056
OFF-AR-10000122,Newell 314,Office Supplies,6,2013,2,11.16,2.79
OFF-AR-10000122,Newell 314,Office Supplies,5,2014,1,5.58,1.395
OFF-AR-10000122,Newell 314,Office Supplies,11,2014,8,35.712,2.232
OFF-AR-10000122,Newell 314,Office Supplies,9,2014,2,8.928,0.558
OFF-AR-10000122,Newell 314,Office Supplies,12,2014,2,11.16,2.79
OFF-AR-10000122,Newell 314,Office Supplies,4,2011,4,17.856,1.116
OFF-AR-10000122,Newell 314,Office Supplies,11,2012,5,27.9,6.975
OFF-AR-10000127,Newell 321,Office Supplies,4,2014,8,20.992,2.3616
OFF-AR-10000127,Newell 321,Office Supplies,5,2012,2,5.248,0.5904
OFF-AR-10000127,Newell 321,Office Supplies,4,2011,7,22.96,6.6584
OFF-AR-10000127,Newell 321,Office Supplies,9,2012,5,16.4,4.756
OFF-AR-10000203,Newell 336,Office Supplies,12,2012,4,17.12,4.9648
OFF-AR-10000203,Newell 336,Office Supplies,8,2014,4,17.12,4.9648
OFF-AR-10000203,Newell 336,Office Supplies,11,2014,7,23.968,2.6964
OFF-AR-10000203,Newell 336,Office Supplies,8,2012,3,10.272,1.1556
OFF-AR-10000246,Newell 318,Office Supplies,4,2014,8,20.016,3.5584
OFF-AR-10000246,Newell 318,Office Supplies,11,2014,2,5.56,1.4456
OFF-AR-10000246,Newell 318,Office Supplies,8,2014,6,16.68,4.3368
OFF-AR-10000246,Newell 318,Office Supplies,12,2013,7,19.46,5.0596
OFF-AR-10000255,Newell 328,Office Supplies,11,2014,4,23.36,6.0736
OFF-AR-10000255,Newell 328,Office Supplies,9,2013,7,40.88,10.6288
OFF-AR-10000255,Newell 328,Office Supplies,6,2014,2,11.68,3.0368
OFF-AR-10000315,"Dixon Ticonderoga Maple Cedar Pencil, #2",Office Supplies,11,2014,3,9.21,2.3025
OFF-AR-10000315,"Dixon Ticonderoga Maple Cedar Pencil, #2",Office Supplies,9,2013,2,4.912,0.307
OFF-AR-10000315,"Dixon Ticonderoga Maple Cedar Pencil, #2",Office Supplies,1,2013,3,9.21,2.3025
OFF-AR-10000369,Design Ebony Sketching Pencil,Office Supplies,12,2014,3,4.17,1.0842
OFF-AR-10000369,Design Ebony Sketching Pencil,Office Supplies,10,2014,6,6.672,0.5004
OFF-AR-10000369,Design Ebony Sketching Pencil,Office Supplies,10,2012,2,2.78,0.7228
OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,8,2014,6,227.88,68.364
OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,11,2011,4,151.92,45.576
OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,6,2012,2,60.768,7.596
OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,11,2013,2,75.96,22.788
OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,7,2014,4,121.536,15.192
OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,9,2012,7,265.86,79.758
OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,9,2011,8,303.84,91.152
OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,9,2014,4,144.324,37.980000000000004
OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,11,2012,7,265.86,79.758
OFF-AR-10000390,Newell Chalk Holder,Office Supplies,11,2014,1,3.304,1.0738
OFF-AR-10000390,Newell Chalk Holder,Office Supplies,4,2014,3,12.39,5.6994
OFF-AR-10000390,Newell Chalk Holder,Office Supplies,8,2012,4,16.52,7.5992
OFF-AR-10000390,Newell Chalk Holder,Office Supplies,8,2013,2,8.26,3.7996
OFF-AR-10000390,Newell Chalk Holder,Office Supplies,3,2011,5,20.65,9.499
OFF-AR-10000390,Newell Chalk Holder,Office Supplies,10,2013,3,12.39,5.6994
OFF-AR-10000390,Newell Chalk Holder,Office Supplies,9,2014,3,9.912,3.2214
OFF-AR-10000411,Boston 16701 Slimline Battery Pencil Sharpener,Office Supplies,9,2011,3,38.256,4.782
OFF-AR-10000411,Boston 16701 Slimline Battery Pencil Sharpener,Office Supplies,5,2012,3,47.82,14.346
OFF-AR-10000422,Pencil and Crayon Sharpener,Office Supplies,9,2014,3,6.57,1.7739
OFF-AR-10000422,Pencil and Crayon Sharpener,Office Supplies,11,2014,5,8.76,0.7665
OFF-AR-10000422,Pencil and Crayon Sharpener,Office Supplies,4,2014,1,1.752,0.1533
OFF-AR-10000422,Pencil and Crayon Sharpener,Office Supplies,12,2014,7,12.264,1.0731
OFF-AR-10000462,Sanford Pocket Accent Highlighters,Office Supplies,5,2013,5,8.0,3.44
OFF-AR-10000462,Sanford Pocket Accent Highlighters,Office Supplies,12,2014,2,3.2,1.376
OFF-AR-10000462,Sanford Pocket Accent Highlighters,Office Supplies,12,2013,7,11.2,4.816
OFF-AR-10000475,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Office Supplies,3,2013,2,18.656,1.6324
OFF-AR-10000475,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Office Supplies,6,2011,1,9.328,0.8162
OFF-AR-10000475,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Office Supplies,12,2011,4,46.64,12.5928
OFF-AR-10000475,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Office Supplies,12,2013,1,9.328,0.8162
OFF-AR-10000538,"Boston Model 1800 Electric Pencil Sharpener, Gray",Office Supplies,6,2012,5,140.75,42.225
OFF-AR-10000538,"Boston Model 1800 Electric Pencil Sharpener, Gray",Office Supplies,9,2013,3,67.56,8.445
OFF-AR-10000538,"Boston Model 1800 Electric Pencil Sharpener, Gray",Office Supplies,8,2013,7,197.05,59.115
OFF-AR-10000588,Newell 345,Office Supplies,3,2013,2,39.68,10.3168
OFF-AR-10000588,Newell 345,Office Supplies,8,2014,3,59.52,15.4752
OFF-AR-10000588,Newell 345,Office Supplies,4,2012,3,59.52,15.4752
OFF-AR-10000588,Newell 345,Office Supplies,7,2013,3,47.616,3.5712
OFF-AR-10000588,Newell 345,Office Supplies,3,2014,4,63.488,4.7616
OFF-AR-10000588,Newell 345,Office Supplies,3,2011,3,59.52,15.4752
OFF-AR-10000588,Newell 345,Office Supplies,1,2013,2,39.68,10.3168
OFF-AR-10000588,Newell 345,Office Supplies,1,2014,3,47.616,3.5712
OFF-AR-10000588,Newell 345,Office Supplies,4,2013,3,59.52,15.4752
OFF-AR-10000614,Barrel Sharpener,Office Supplies,9,2014,4,14.28,3.7128
OFF-AR-10000614,Barrel Sharpener,Office Supplies,4,2013,9,32.13,8.3538
OFF-AR-10000614,Barrel Sharpener,Office Supplies,2,2014,3,10.71,2.7846
OFF-AR-10000614,Barrel Sharpener,Office Supplies,4,2012,3,10.71,2.7846
OFF-AR-10000634,Newell 320,Office Supplies,11,2011,3,10.272,0.8988
